id|nct_id|outcome_id|result_group_id|ctgov_group_code|classification|category|title|description|units|param_type|param_value|param_value_num|dispersion_type|dispersion_value|dispersion_value_num|dispersion_lower_limit|dispersion_upper_limit|explanation_of_na|dispersion_upper_limit_raw|dispersion_lower_limit_raw
1927127904|NCT02065791|258381024|837670527|OG000|||Cardiovascular (CV) Death|CV death included death due to MI, stroke, heart failure, sudden death, death during a CV procedure or as a result of procedure-related complications, or death due to other CV causes. For analytic purposes, undetermined causes of death were considered CV deaths. In determining whether a death event was a CV in nature, the EAC took into consideration both the proximate and underlying causes. Adjudication of these events by the EAC was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of CV death are presented.|Event rate per 1000 participant-years|NUMBER|24.38|24.38||||||||
1927127905|NCT02065791|258381024|837670528|OG001|||Cardiovascular (CV) Death|CV death included death due to MI, stroke, heart failure, sudden death, death during a CV procedure or as a result of procedure-related complications, or death due to other CV causes. For analytic purposes, undetermined causes of death were considered CV deaths. In determining whether a death event was a CV in nature, the EAC took into consideration both the proximate and underlying causes. Adjudication of these events by the EAC was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of CV death are presented.|Event rate per 1000 participant-years|NUMBER|19.01|19.01||||||||
1927127906|NCT02065791|258381025|837670529|OG000|||All-cause Mortality|Adjudication of these events by Endpoint Adjudication Committee (EAC) was performed in a blinded fashion. Event rate estimated based on time to first occurrence of all-cause mortality are presented.|Event rate per 1000 participant-years|NUMBER|35.00|35.0||||||||
1927127907|NCT02065791|258381025|837670530|OG001|||All-cause Mortality|Adjudication of these events by Endpoint Adjudication Committee (EAC) was performed in a blinded fashion. Event rate estimated based on time to first occurrence of all-cause mortality are presented.|Event rate per 1000 participant-years|NUMBER|29.04|29.04||||||||
1927127908|NCT02065791|258381026|837670531|OG000|||CV Composite Endpoint|The CV composite endpoint included the CV death, non-fatal MI, non-fatal stroke, hospitalized heart failure, and hospitalized unstable angina. CV death included death due to MI, stroke, heart failure, sudden death, death during a CV procedure or as a result of procedure-related complications, or death due to other CV causes. For analytic purposes, undetermined causes of death were considered CV deaths. In determining whether a death event was a CV in nature, the EAC took into consideration both the proximate and underlying causes. Adjudication of these events by the EAC was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of the CV composite endpoint are presented.|Event rate per 1000 participant-years|NUMBER|66.95|66.95||||||||
1927127909|NCT02065791|258381026|837670532|OG001|||CV Composite Endpoint|The CV composite endpoint included the CV death, non-fatal MI, non-fatal stroke, hospitalized heart failure, and hospitalized unstable angina. CV death included death due to MI, stroke, heart failure, sudden death, death during a CV procedure or as a result of procedure-related complications, or death due to other CV causes. For analytic purposes, undetermined causes of death were considered CV deaths. In determining whether a death event was a CV in nature, the EAC took into consideration both the proximate and underlying causes. Adjudication of these events by the EAC was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of the CV composite endpoint are presented.|Event rate per 1000 participant-years|NUMBER|49.35|49.35||||||||
1927127898|NCT02065791|258381021|837670521|OG000|||Major Adverse Cardiac Event (MACE)|The composite endpoint included CV death, non-fatal MI, and non-fatal stroke (that is, 3-point MACE). Adjudication of these events by the EAC was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of MACE are presented.|Event rate per 1000 participant-years|NUMBER|48.67|48.67||||||||
1928156653|NCT00397189|258520469|838132910|OG000|||The Change From Baseline in Subjective Sleep Latency.|Sleep latency (SL) after 3 weeks of treatment was assessed by Patient Daily Sleep Diary (National sleep foundation sleep diary). The patients reported subjectively of their SL. The Sleep Diary question 3 (SL) was summarised at baseline (end of the two-week run-in period) and after three weeks double-blind treatment (actual and change from baseline) for each treatment group using descriptive statistics. At each visit, the mean of the seven days prior to the visit were used. For each treatment group, the mean score at visit 3 was compared, adjusting for the visit 2 score. An ANCOVA model was used. Lower score indicates reduction in sleep latency and thus considered improvement|minutes|MEAN|-19.1|-19.1|Standard Deviation|47.3|47.3|||||
1928156654|NCT00397189|258520469|838132911|OG001|||The Change From Baseline in Subjective Sleep Latency.|Sleep latency (SL) after 3 weeks of treatment was assessed by Patient Daily Sleep Diary (National sleep foundation sleep diary). The patients reported subjectively of their SL. The Sleep Diary question 3 (SL) was summarised at baseline (end of the two-week run-in period) and after three weeks double-blind treatment (actual and change from baseline) for each treatment group using descriptive statistics. At each visit, the mean of the seven days prior to the visit were used. For each treatment group, the mean score at visit 3 was compared, adjusting for the visit 2 score. An ANCOVA model was used. Lower score indicates reduction in sleep latency and thus considered improvement|minutes|MEAN|-1.7|-1.7|Standard Deviation|47.8|47.8|||||
1928156655|NCT00397189|258520470|838132912|OG000|||The Change From Baseline in Subjective Sleep Maintenance.|Sleep maintenance as measured by number of awakening (NOA) after 3 weeks of treatment was assessed by Patient Daily Sleep Diary (National sleep foundation sleep diary). The patients reported subjectively of their NOA. The Sleep Diary question 4 (NOA) was summarized at baseline (end of the two-week run-in period) and after three weeks double-blind treatment (actual and change from baseline) for each treatment group using descriptive statistics. At each visit, the mean of the seven days prior to the visit were used. For each treatment group, the mean score at visit 3 was compared, adjusting for the visit 2 score. An ANCOVA model was used. Lower score indicates less awakenings and thus considered improvement.|Awakenings|MEAN|-0.24|-0.24|95% Confidence Interval|||-0.33|0.0||0|-0.33
1928156656|NCT00397189|258520470|838132913|OG001|||The Change From Baseline in Subjective Sleep Maintenance.|Sleep maintenance as measured by number of awakening (NOA) after 3 weeks of treatment was assessed by Patient Daily Sleep Diary (National sleep foundation sleep diary). The patients reported subjectively of their NOA. The Sleep Diary question 4 (NOA) was summarized at baseline (end of the two-week run-in period) and after three weeks double-blind treatment (actual and change from baseline) for each treatment group using descriptive statistics. At each visit, the mean of the seven days prior to the visit were used. For each treatment group, the mean score at visit 3 was compared, adjusting for the visit 2 score. An ANCOVA model was used. Lower score indicates less awakenings and thus considered improvement.|Awakenings|MEAN|-0.09|-0.09|95% Confidence Interval|||-0.33|0.0||0|-0.33
1927189606|NCT02345486|258389395|837697779|OG000|||Increase in Serum Creatinine|Increase in serum creatinine during hospitalization, censored at 30 days Change from baseline to highest value, median (IQR), mg/dl|mg/dL|MEDIAN|0.07|0.07|Inter-Quartile Range|||-0.1|0.5||0.5|-0.1
1927189574|NCT02345486|258389379|837697747|OG000|||Proportion of Isotonic Crystalloid Which is 0.9% Saline|Proportion of total intravenous isotonic crystalloid administered during admission to the intensive care unit that is 0.9% sodium chloride, censored at 30 days. The primary outcome was the proportion of intravenous isotonic crystalloid administered in the ICU that was saline. This was a continuous variable calculated for each patient as the volume of saline received divided by volume of saline received plus volume of balanced crystalloids received with a range from 0.0 (no saline received) to 1.0 (only saline received).|Percentage of fluid that was saline|MEAN|91.2|91.2|Full Range|||0.0|100.0||100|0
1927189575|NCT02345486|258389379|837697748|OG001|||Proportion of Isotonic Crystalloid Which is 0.9% Saline|Proportion of total intravenous isotonic crystalloid administered during admission to the intensive care unit that is 0.9% sodium chloride, censored at 30 days. The primary outcome was the proportion of intravenous isotonic crystalloid administered in the ICU that was saline. This was a continuous variable calculated for each patient as the volume of saline received divided by volume of saline received plus volume of balanced crystalloids received with a range from 0.0 (no saline received) to 1.0 (only saline received).|Percentage of fluid that was saline|MEAN|21.0|21.0|Full Range|||0.0|100.0||100|0
1927189576|NCT02345486|258389380|837697749|OG000|||Proportion of Isotonic Crystalloid Which is Physiologically Balanced|Proportion of total intravenous isotonic crystalloid administered during admission to the intensive care unit that is either Lactated ringers or Plasmalyte-A, censored at 30 days.|Percentage of fluid that was balanced|MEAN|8.8|8.8|Full Range|||0.0|100.0||100|0
1927189577|NCT02345486|258389380|837697750|OG001|||Proportion of Isotonic Crystalloid Which is Physiologically Balanced|Proportion of total intravenous isotonic crystalloid administered during admission to the intensive care unit that is either Lactated ringers or Plasmalyte-A, censored at 30 days.|Percentage of fluid that was balanced|MEAN|78.8|78.8|Full Range|||0.0|100.0||100|0
1927189578|NCT02345486|258389381|837697751|OG000|||Total Intravenous Input|Total volume of intravenous fluid administration during admission to the intensive care unit, censored at 30 days|milliliters|MEDIAN|2000|2000.0|Inter-Quartile Range|||792.0|4630.0||4630|792
1927189579|NCT02345486|258389381|837697752|OG001|||Total Intravenous Input|Total volume of intravenous fluid administration during admission to the intensive care unit, censored at 30 days|milliliters|MEDIAN|2125|2125.0|Inter-Quartile Range|||1000.0|4625.0||4625|1000
1927189580|NCT02345486|258389382|837697753|OG000|||Total Isotonic Crystalloid Input|Total volume of intravenous isotonic crystalloid administration during admission to the intensive care unit, censored at 30 days|mL|MEDIAN|1424|1424.0|Inter-Quartile Range|||500.0|3377.0||3377|500
1927189581|NCT02345486|258389382|837697754|OG001|||Total Isotonic Crystalloid Input|Total volume of intravenous isotonic crystalloid administration during admission to the intensive care unit, censored at 30 days|mL|MEDIAN|1617|1617.0|Inter-Quartile Range|||500.0|3628.0||3628|500
